Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won
Paper Castle,THE ROTARY CONNECTION,10/12/1968,132,132,1,-1,0,0
Look Into My Teardrops,CRISPIN ST. PETERS,10/5/1968,133,133,2,-1,0,0
"You Talk Sunshine, I Breathe Fire",THE AMBOY DUKES,10/12/1968,134,114,3,6,0,0
My Country,JUD STRUNK,9/28/1974,81,59,4,-1,0,0
Boogie Bands & One Night Stands,KATHY DALTON,8/24/1974,105,72,8,2,0,0
James Dean,EAGLES,9/21/1974,92,77,5,44,0,0
I Wash My Hands Of The Whole Damn Deal (Part 1),NEW BIRTH,9/21/1974,104,88,6,-1,0,0
Early Morning Live,SAMMY JOHNS,10/5/1974,101,68,9,-1,0,0
Do It Fluid,BLACKBYRDS,8/17/1974,103,69,9,21,0,0
I'm A Ramblin' Man,WAYLON JENNINGS,9/7/1974,91,75,7,52,1,0
I Did What I Did For Maria,ERROL SOBER,10/12/1974,108,108,2,-1,0,0
Turn It On Again,GENESIS,9/7/1980,84,58,8,38,0,0
The Breaks,KURTIS BLOW,8/10/1980,101,87,10,43,1,0
One Life To Live,WAYNE MASSEY,10/12/1980,93,92,2,-1,0,0
Part Of Me That Needs You Most,JAY BLACK,9/21/1980,98,98,4,2,0,0
I Ain't Much,THE ATLANTA RHYTHM SECTION,10/12/1980,101,101,2,-1,0,0
Oh Yeah (On The Radio),ROXY MUSIC,10/5/1980,102,102,3,-1,0,0
Long Shot,THE HENRY PAUL BAND,9/28/1980,110,103,3,-1,0,0
The Traveller,CHRIS DeBURGH,9/14/1980,109,109,1,-1,0,0
Baby Don't Give Up,THE BAY BROTHERS,10/12/1980,108,108,3,-1,0,0
Janet,COMMODORES,9/21/1985,89,87,4,17,0,0
Never Stop,BRAND NEW HEAVIES,9/7/1991,91,54,8,31,2,0
Sometimes (It's A Bitch),STEVIE NICKS,9/7/1991,86,56,8,37,0,0
Primal SCream,MOTLEY CRUE,9/21/1991,71,63,5,43,0,0
Why Can't You Come Home,EX-GIRLFRIEND,9/7/1991,90,78,8,-1,0,0
If You're Serious,RIFF,9/14/1991,96,88,5,15,0,0
Walls,TOM PETTY AND THE HEARTBREAKERS,9/28/1996,69,69,4,55,0,0
Jenny From The Blosk,JENNIFER LOPEZ feat JADAKISS &amp; STYLES,10/12/2002,67,3,20,-1,0,0
Big Machine,GOO GOO DOLLS,9/7/2002,70,64,6,42,0,0
My Friends Over You,NEW FOUND GLORY,9/7/2002,98,85,6,63,1,0
Steve McQueen,SHERYL CROW,9/14/2002,97,88,5,33,0,0
Furthest Thing,DRAKE,10/12/2013,56,56,2,61,0,0
Wu-Tang Forever,DRAKE,9/28/2013,88,52,3,60,0,0
From Time,DRAKE,10/12/2013,67,67,2,70,0,0
Own It,DRAKE,10/12/2013,78,78,1,61,0,0
Tuscan Leather,DRAKE,10/12/2013,81,81,1,58,0,0
Come Thru,DRAKE,10/12/2013,87,87,1,63,0,0
Outta My Head,CRAIG CAMPBELL,9/28/2013,96,90,5,50,0,0
American Girl,BONNIE McKEE,9/7/2013,100,87,6,48,0,0
Punish Her,BOBBY VEE,9/1/1962,78,20,8,19,0,0
Stop The Music,THE SHIRELESS,9/1/1962,109,36,9,-1,0,0
The Things We Did Last Summer,SHELLEY FABARES,9/15/1962,82,46,6,2,0,0
Save All Your Lovin' For Me,BRENDA LEE,9/22/1962,58,53,6,-1,0,0
The Swiss Maid,DEL SHANNON,9/15/1962,89,64,5,-1,0,0
...And Then There Were Drums,SANDY NELSON,9/15/1962,118,65,5,-1,0,0
Forever And A Day,JACKIE WILSON,9/22/1962,92,82,4,4,0,0
You Can't Lie To A Liar,KITTY LESTER,9/22/1962,119,90,6,-1,0,0
Hail To The Conquering Hero,JAMES DARREN,9/22/1962,118,97,4,-1,0,0
Hully Gully Guitars,JERRY REED AND THE HULLY GIRLIES,10/6/1962,132,99,2,-1,0,0
I'm Gonna Change Everything,JIM REEVES,9/8/1962,115,108,2,21,0,0
Stop The Clock,FATS DOMINO,10/13/1962,103,103,1,19,0,0
Someday (When I'm Gone From You),BOBBY VEE AND THE CRICKETS,9/8/1962,110,99,6,-1,0,0
Limbo Dance,THE CHAMPS,10/6/1962,121,97,4,6,0,0
Wonderful One,THE SHONDELLS,10/13/1962,118,116,3,-1,0,0
Somewhere In This Town,BRUCE CHANNEL with THE STEPHEN SCOTT SINGERS,10/13/1962,121,117,2,-1,0,0
I Found A New Love,THE BLUE BELLES,10/13/1962,125,122,2,-1,0,0
This Time It's Real,THE TOWER OF POWER,9/15/1973,91,65,6,-1,0,0
Everybody's Had The Blues,MERLE HAGGARD AND THE STRANGERS,9/1/1973,92,62,8,24,0,0
Ridin' My Thumb To Mexico,JOHNNY RODRIGUEZ,9/29/1973,86,70,5,30,0,0
West Coast Woman,PAINTER,9/29/1973,98,79,5,3,0,0
Love Is All,ENGELBERT HUMPERDINCK,9/29/1973,100,91,3,42,0,0
Slippin' Away,JEAN SHEPPARD,9/15/1973,97,81,6,-1,0,0
Take A Closer Look At The Woman You're With,WILSON PICKETT,9/29/1973,97,90,5,20,0,0
Farewell Andromeda (Welcome To My Morning),JOHN DENVER,9/15/1973,100,89,5,34,0,0
Arrow Through me,WINGS,8/25/1979,83,29,10,42,0,0
I've Never Been In Love,SUZI QUATRO,9/8/1979,72,44,8,16,0,0
Reason To Be,KANSAS,9/8/1979,81,52,8,18,0,0
Do You Think I'm Disco,STEVE DAHL AND TEENAGE RADIATION,9/22/1979,88,58,6,-1,0,0
Hell On Wheels,CHER,9/15/1979,81,59,5,25,0,0
I'm So Anxious,SOUTHSIDE JOHNNY AND THE ASHBURY JUKES,9/22/1979,82,71,4,-1,0,0
Sweet Summer Lovin' / Great Balls Of Fire,DOLLY PARTON,9/29/1979,90,77,3,15,0,0
All Things Are Possible,DAN PEEK,9/15/1979,90,78,5,0,0,0
"Rust Never Sleeps (Hey Hey, My My (Into the Black))",NEIL YOUNG AND CRAZY HORSE,10/13/1979,86,79,5,-1,0,0
Get It Up / In No Time At All,RONNIE MILSAP,9/1/1979,109,43,16,-1,0,0
Remember Walking In The Sand,LOUISE GOFFIN,8/18/1979,82,43,9,-1,0,0
Killer Cut,CHARLIE,9/8/1979,84,60,6,5,0,0
When You're #1,GENE CHANDLER,9/1/1979,105,99,7,17,0,0
What's Right,DAVID WERNER,10/6/1979,110,104,2,3,0,0
Don't You Want My Love,DEBBIE JACOBS,9/29/1979,107,106,4,17,0,0
Family Tradition,HANK WILLIAMS JR.,9/15/1979,105,104,5,59,0,0
Emptiness,SAD CAFE,10/6/1979,108,108,2,0,0,0
"Teacher, Teacher",.38 SPECIAL,9/29/1984,71,25,11,33,0,0
We Are The Young,DAN HARTMAN,10/6/1984,81,25,17,31,0,0
New Girl Now,HONEYMOON SUITE,9/8/1984,85,57,7,42,1,0
Midnite Maniac,KROKUS,9/15/1984,94,71,6,37,0,0
Slow Dancin',PEABO BRYSON,9/29/1984,88,82,4,17,0,0
The Real End,RICKIE LEE JONES,9/29/1984,87,83,4,18,0,0
Pretty Mess,VANITY,9/8/1984,87,75,7,-1,0,0
High Energy,EVELYN THOMAS,9/29/1984,95,85,5,34,0,0
Wanted Man,RATT,10/6/1984,90,87,3,45,0,0
Love Songs Are Back Again (Medley),BAND OF GOLD,10/13/1984,92,64,7,-1,0,0
"You, Me And He",MTUME,9/15/1984,89,83,5,37,0,0
Layin' It On The Line,JEFFERSON STARSHIP,9/8/1984,82,66,6,21,0,0
Violence Of Summer,DURAN DURAN,9/1/1990,85,64,7,40,0,0
Undeniable,MS ADVENTURES,9/1/1990,93,73,9,-1,0,0
Wadsyaname,NELLY,9/15/2007,43,43,6,36,0,0
1973,JAMES BLUNT,10/6/2007,73,73,3,67,0,0
Lover's Eyes,MUMFORD &amp; SONS,10/13/2012,85,85,2,-1,0,0
Holland Road,MUMFORD &amp; SONS,10/13/2012,92,84,3,-1,0,0
I Don't Like,CHIEF KEEF featuring LIL REESE,9/8/2012,100,100,1,-1,0,0
Ghosts That We Knew,MUMFORD &amp; SONS,10/13/2012,94,88,3,-1,0,0
Shinin' On Me,JERROD NIEMANN,9/15/2012,94,92,7,41,0,0
To The World,KANYE WEST &amp; R. KELLY,10/6/2012,70,70,2,-1,0,0
Dandelion,THE ROLLING STONES,9/9/1967,75,14,8,21,0,0
A Banda (Ah Bahn-da),HERB ALPERT AND THE TIJUANA BRASS,9/2/1967,101,35,7,-1,0,0
The Cat In The Window (The Bird In The Sky),PETULA CLARK,9/2/1967,72,26,7,10,0,0
We Love You,THE ROLLING STONES,9/9/1967,133,50,7,35,0,0
More Than The Eye Can See,AL MARTINO,9/16/1967,132,54,7,-1,0,0
To Share Your Love,THE FANTASTIC FOUR,9/23/1967,83,68,5,2,0,0
Baby I'm Lonely,THE INTRUDERS,9/16/1967,87,70,5,-1,0,0
Stranded In The Middle Of Noplace,THE RIGHTEOUS BROTHERS,9/30/1967,95,72,4,-1,0,0
Heart Be Still,LORRIANE ELLISON,9/30/1967,132,89,3,-1,0,0
Peas'N'Rice,FREDDIE McCOY,9/9/1967,119,92,6,-1,0,0
Different Strokes,SYL JOHNSON,10/14/1967,95,95,2,35,0,0
Walkin' Proud,THE PETE KLINT QUINTET,9/30/1967,101,98,4,-1,0,0
Funky Donkey,PRETTY PURDIE,9/16/1967,130,87,6,13,0,0
Kitty Doyle,"DINO, DESI AND BILLY",9/16/1967,131,108,5,-1,0,0
Sometimes She A Little Girl,TOMMY BOYCE &amp; BOBBY HART,9/30/1967,114,110,3,-1,0,0
Splash 1,THE CLIQUE,10/7/1967,120,113,3,-1,0,0
You Can Lead Your Woman To The Alter,OSCAR TONEY JR.,10/14/1967,122,120,3,-1,0,0
Two Heads,JEFFERSON AIRPLANE,9/30/1967,133,124,3,29,0,0
Mystery Of Tallahatchie Bridge,ROGER WHITE,10/7/1967,126,123,4,-1,0,0
The Frog,SERGIO MENDES AND BRASIL '66,9/23/1967,131,126,4,10,0,0
Been So Nice,THE RIGHTEOUS BROTHERS,9/30/1967,135,128,4,-1,0,0
Something's Gotten Hold Of My Heart,GENE PITNEY,10/7/1967,131,130,2,33,0,0
Window Shopping,THE MESSENGERS,10/14/1967,133,132,2,1,0,0
Don't Hide Your Love,CHER,9/9/1972,94,46,8,12,0,0
Slaughter,BILLY PRESTON,9/9/1972,80,50,8,18,2,0
A Lonely Man / The Man And The Woman (The Boy And The Girl),THE CHI-LITES,9/30/1972,81,57,5,-1,0,0
"For Emily, Whenever I May Find Her / America",SIMON AND GARFUNKEL,9/2/1972,78,53,7,-1,0,0
Think (About It),LYN COLLINS,9/2/1972,90,66,7,43,1,0
"Carry Me, Carrie",DR. HOOK AND THE MEDICINE SHOW,9/9/1972,92,71,6,31,0,0
Best Thing,STYX,9/16/1972,93,82,6,19,0,0
The Mosquito,THE DOORS,9/30/1972,87,85,4,37,0,0
Dinah Flo,BOZ SCAGGS,9/30/1972,94,86,4,35,0,0
Sing A Song / Make Your Own Kind Of Music (Medley),BARBRA STREISAND,9/30/1972,99,94,3,-1,0,0
Runnin' Back To Saskatoon,THE GUESS WHO,10/14/1972,97,96,3,27,0,0
Happier Than The Morning Sun,B.J. THOMAS with THE BLOSSOMS,10/7/1972,100,100,2,-1,0,0
London Town,WINGS,9/9/1978,75,39,8,28,0,0
Listen To Her Heart,TOM PETTY AND THE HEARTBREAKERS,9/23/1978,88,59,6,61,0,0
Martha (Your Lovers Come And Go),GABRIEL,10/7/1978,81,73,4,-1,0,0
Sgt. Pepper's Lonely Hearts Club Band / With A Little Help F,THE BEATLES,9/16/1978,87,71,7,-1,0,0
Take Me I'm Yours,MICHAEL HENDERSON,9/23/1978,101,88,6,27,0,0
When You Feel Love,BOB McGILPIN,9/23/1978,94,91,5,1,0,0
Crazy Feelin',JEFFERSON STARSHIP,9/9/1978,84,54,6,20,0,0
Peggy Sue,THE BEACH BOYS,9/9/1978,82,59,6,12,0,0
I Like Girls,FATBACK,9/9/1978,102,101,4,26,0,0
Cryin' Again,THE OAK RIDGE BOYS,10/7/1978,109,107,2,17,0,0
My Fantasy,TEDDY RILEY featuring GUY,9/23/1989,77,62,6,-1,0,0
The Last Wortless Evening,DON HENLEY,10/7/1989,91,21,18,-1,0,0
We Could Be Together,DEBBIE GIBSON,9/23/1989,80,71,6,34,0,0
Puss N' Boots / These Boots (Are Made For Walkin'),KON KAN,9/2/1989,93,58,8,-1,0,0
Touch The Fire,ICEHOUSE,10/7/1989,93,84,4,14,0,0
Edie (Ciao Baby),THE CULT,9/30/1989,93,93,4,47,0,0
I Don't Want A Lover,TEXAS,9/9/1989,96,77,6,25,0,0
Rock & Roll Is Dead,LENNY KRAVITZ,10/14/1995,75,75,2,44,0,0
Something For The Pain,BON JOVI,9/23/1995,90,76,5,33,0,0
One Boy One Girl,COLLIN RAYE,9/16/1995,95,87,7,44,0,0
Send Me On My Way,RUSTED ROOT,9/2/1995,87,72,7,71,3,0
He Loves U Not,DREAM,9/30/2000,99,2,28,-1,0,0
Your Everything,KEITH URBAN,7/15/2000,81,51,16,44,0,0
Can't Go For That,TAMIA,9/16/2000,90,84,5,21,0,0
Chemicals React,ALY &amp; AJ,9/30/2006,70,50,4,-1,0,0
I Can't Hate You Anymore,NICK LACHEY,9/23/2006,87,87,6,34,0,0
Look What You Made Me Do,TAYLOR SWIFT,9/9/2017,77,1,10,86,0,0
Too Good At Goodbyes,SAM SMITH,9/30/2017,5,5,7,80,0,0
What Lovers Do,MAROON 5 featuring SZA,9/16/2017,73,12,9,-1,0,0
I Get The Bag,GUCCI MANE featuring MIGOS,9/9/2017,34,11,10,-1,0,0
...Ready For It?,TAYLOR SWIFT,9/23/2017,4,4,8,83,0,0
Gucci Gang,LIL PUMP,9/30/2017,81,14,7,90,0,0
Silence,MARSHMELLO featuring KHALID,9/2/2017,42,42,11,-1,0,0
Bad At Love,HALSEY,9/23/2017,81,31,8,86,0,0
The Way Life Goes,LIL UZI VERT,9/16/2017,39,39,9,90,0,0
Roll In Peace,NEW ARTIST,9/9/2017,53,53,10,-1,0,0
Transportin',KODAK BLACK,9/9/2017,82,46,10,85,0,0
Jocelyn Flores,XXXTENTACION,9/16/2017,31,31,9,93,0,0
I Fall Apart,POST MALONE,10/14/2017,65,28,5,90,0,0
DNA,BTS,10/7/2017,85,67,4,87,0,0
Fuck Love,XXXTENTACION featuring TRIPPIE REDD,9/16/2017,41,41,9,-1,0,0
Dusk Till Dawn,ZAYN featuring SIA,9/30/2017,44,44,7,-1,0,0
Good Old Days,MACKLEMORE featuring KESHA,10/14/2017,70,70,1,-1,0,0
Greatest Love Story,LANCO,9/23/2017,86,51,8,78,0,0
Love So Soft,KELLY CLARKSON,9/30/2017,62,57,7,76,0,0
Pills And Automobiles,"CHRIS BROWN feat YO GOTTI, A BOOGIE WIT DA HOODIE &amp; KODAK BL",9/30/2017,98,54,7,-1,0,0
Sauce It Up,LIL UZI VERT,9/16/2017,49,49,9,85,0,0
Fix A Drink,CHRIS JANSON,9/23/2017,95,69,8,68,0,0
I'll Name The Dogs,BLAKE SHELTON,9/30/2017,73,70,7,75,0,0
More Girls Like You,KIP MOORE,9/2/2017,88,66,11,74,0,0
I Could Use A Love Song,MAREN MORRIS,9/2/2017,97,97,2,75,0,0
Curve,GUCCI MANE featuring THE WEEKND,10/7/2017,67,67,2,-1,0,0
Losing Sleep,CHRIS YOUNG,10/14/2017,94,63,5,77,0,0
Like I Loved You,BRETT YOUNG,10/14/2017,95,67,5,75,0,0
Round Here Buzz,ERIC CHURCH,10/14/2017,97,86,5,69,0,0
All Strung Out,NINO TEMPO &amp; APRIL STEVENS,9/3/1966,102,26,9,-1,0,0
In Our Time,NANCY SINATRA,9/17/1966,88,46,6,18,0,0
My Uncle Used To Love Me But She Died,ROGER MILLER,9/17/1966,82,58,5,13,0,0
Can't Satisfy,THE IMPRESSIONS,9/3/1966,89,65,7,20,0,0
Said I Wasn't Gonna Tell Nobody,SAM AND DAVE,9/10/1966,83,64,6,36,0,0
"Don't Worry Mother, Your Son's Heart Is Pure",THE McCOYS,9/24/1966,103,67,6,7,0,0
You Are She,CHAD AND JEREMY,10/8/1966,91,87,4,18,0,0
"Dommage, Dommage (Too Bad, Too Bad)",PAUL VANCE,9/17/1966,128,97,6,-1,0,0
Cry Softly,NANCY AMES,9/3/1966,124,95,9,1,0,0
"Stop, Look And Listen",THE CHIFFONS,9/24/1966,127,85,5,-1,0,0
Pollyanna,THE CLASSICS,9/17/1966,125,106,6,-1,0,0
I Can't Do Without You,DEON JACKSON,10/15/1966,111,111,2,-1,0,0
Roseanna,THE CARPEEZ,9/24/1966,130,115,4,-1,0,0
The White Cliffs Of Dover,THE RIGHTEOUS BROTHERS,10/15/1966,118,118,3,22,0,0
The Other Side Of This Life,"PETER, PAUL AND MARY",9/17/1966,133,100,5,6,0,0
Treat Me Like A Lady,LESLEY GORE,9/17/1966,115,115,1,10,0,0
(In The) Cold Light Of Day,GENE PITNEY,9/10/1966,119,115,3,7,0,0
You Left The Water Running,BARBARA LYNN,10/8/1966,128,110,3,19,0,0
Every Day And Every Night,THE TROLLS,10/15/1966,126,96,3,3,0,0
Shades Of Blue,THE SHIRELLES,10/8/1966,133,122,4,-1,0,0
Little Queen,HEART,9/17/1977,89,62,6,33,0,0
Heaven On Earth (So Fine),THE SPINNERS,10/8/1977,95,89,4,3,0,0
Avenging Angie,ROGER DALTREY,10/8/1977,93,88,3,-1,0,0
My Eyes Get Blurry,KENNY NOLAN,10/15/1977,99,97,3,11,0,0
Shoo Doo Fu Fu Ooh,LENNY WILLIAMS,9/17/1977,105,105,5,11,0,0
Don't Girls Get Lonely,GLENN SHORROCK,9/24/1983,94,69,6,-1,0,0
Should I Love You,CEE FARROW,9/24/1983,93,82,6,-1,0,0
Guns For Hire,AC/DC,10/1/1983,95,84,5,44,0,0
You Know What To Do,CARLY SIMON,9/24/1983,90,83,4,33,0,0
Fight Fire With Fire,KANSAS,9/3/1983,87,58,7,34,0,0
"Lady, Lady, Lady","JOE ""BEAN"" ESPOSITO",10/8/1983,105,86,4,-1,0,0
"So Many Men, So Little Time",MIGUEL BROWN,10/8/1983,110,107,4,-1,0,0
Heart Don't Fail Me Now,HOLLY KNIGHT,9/3/1988,93,59,9,5,0,0
Talkin' Bout A Revolution,TRACY CHAPMAN,10/1/1988,90,75,4,64,0,0
I Did It For Love,NIGHT RANGER,10/1/1988,98,75,5,10,0,0
Don't Be Afraid Of The Dark,ROBERT CRAY BAND,9/24/1988,88,74,6,26,0,0
What's The Matter Here,"10,000 MANIACS",9/3/1988,94,80,8,36,0,0
Reason To Cry,ERIC CARMEN,10/8/1988,90,87,3,-1,0,0
Tell That Girl To Shut Up,TRANSVISION VAMP,10/1/1988,94,87,3,11,0,0
Inside A Dream,JANE WIEDLIN,9/3/1988,86,57,7,7,0,0
Sometimes Always,JESUS AND MARY CHAIN,10/15/1994,96,96,2,35,1,0
7 Seconds,YOUSSOU N'DOUR &amp; NENEH CHERRY,10/8/1994,98,98,4,-1,0,0
Footprints,T.O.K.,9/10/2005,97,93,6,47,0,0
Fight For You,JASON DERULO,10/15/2011,83,83,1,55,0,0
Love Don't Run,STEVE HOLY,9/10/2011,90,78,7,38,0,0
Calling All The Monsters,CHINA ANNE McCLAIN,10/29/2011,86,86,1,54,0,0
Forever Country,"ARTISTS OF THEN, NOW &amp; FOREVER",10/8/2016,21,21,4,-1,0,0
It's Just A House Without You,BROOK BENTON,10/2/1961,76,45,5,14,0,0
Don't Get Around Much Anymore,THE BELMONTS,9/4/1961,78,57,9,11,0,0
Tonight I Won't Be There,ADAM WADE,9/18/1961,76,61,7,-1,0,0
Back To The Hop,DANNY AND THE JUNIORS,9/11/1961,110,80,6,30,0,0
Rockin' Bicycle,FATS DOMINO,10/2/1961,108,83,3,19,0,0
Late Date,THE PARKAYS,9/18/1961,109,89,5,-1,0,0
'Till,THE ANGELS,10/9/1961,110,91,2,10,0,0
Muskrat,THE EVERLY BROTHERS,10/2/1961,85,82,4,20,0,0
Guilty Of Loving You,JERRY FULLER,9/25/1961,116,94,5,-1,0,0
Make Believe Wedding,THE CASTELLS,10/2/1961,112,98,3,0,0,0
Pocketful Of Rainbows,DEANE HAWLEY,10/2/1961,93,93,4,-1,0,0
Mr. D.J.,VAN McCOY,9/25/1961,119,104,4,-1,0,0
Aware Of Love,JERRY BUTLER,10/2/1961,107,105,4,16,0,0
Sweet Sorrow,CONWAY TWITTY,10/16/1961,107,107,1,-1,0,0
Wasn't The Summer Short,JOHNNY MATHIS,10/2/1961,111,89,4,3,0,0
Dance With A Dolly (With A Hole In Her Stocking),DAMITA JO,10/2/1961,114,105,5,1,0,0
Married,FRANKIE AVALON,10/16/1961,115,112,2,-1,0,0
"Wanted, One Girl",JAN AND DEAN,10/9/1961,120,104,3,-1,0,0
Lonesome,JERRY WALLACE,10/16/1961,118,110,2,0,0,0
Reach For The Stars,SHIRLEY BASSEY,10/16/1961,120,120,1,10,0,0
Kansas City Star,ROGER MILLER,9/11/1965,72,31,7,22,0,0
My Town My Guy And Me,LESLIE GORE,9/4/1965,135,32,9,-1,0,0
Dawn Of Correction,SPOKESMEN,9/11/1965,112,36,8,6,0,0
What Colour (Is A Man),BOBBY VINTON,9/11/1965,124,38,8,-1,0,0
Are You A Boy Or Are You A Girl,THE BARBARIANS,9/11/1965,132,55,8,27,0,0
There But For Fortune,JOAN BAEZ,9/4/1965,105,50,8,27,0,0
Third Man Theme,HERB ALPERT &amp; THE TIJUANA BRASS,9/4/1965,106,47,7,-1,0,0
These Hands,BOBBY BLAND,8/14/1965,118,63,10,20,0,0
Funny Like Butterflies,PATTY DUKE,9/18/1965,118,77,6,-1,0,0
Just One Kiss From You,IMPRESSIONS,10/2/1965,91,76,5,9,0,0
Tossing And Turning,IVY LEAGUE,9/18/1965,97,83,7,19,0,0
Early Morning Rain,"PETER, PAUL AND MARY",10/2/1965,118,91,5,-1,0,0
Right Now And Not Later,THE SHANGRI-LAS,10/2/1965,125,99,4,14,0,0
Happy Happy Birthday Baby,DOLLY PARTON,10/2/1965,115,108,3,-1,0,0
Inky Dinky Spider (The Spider Song),KIDS NEXT DOOR,9/25/1965,127,84,9,-1,0,0
The Cincinnati Kid,RAY CHARLES,9/25/1965,132,115,5,-1,0,0
We Didn't Ask To Be Brought Here,BOBBY DARIN,10/9/1965,121,117,3,-1,0,0
"Work, Work, Work",LEE DORSEY,10/9/1965,123,121,3,26,0,0
Come Back To Me My Love,ROBERT GOULET,10/16/1965,122,118,2,-1,0,0
Funny Thing About It,NANCY AMES,10/2/1965,132,119,4,-1,0,0
Only A Fool Breaks His Own Heart,ARTHUR PRYSOCK,10/9/1965,131,125,2,-1,0,0
I'll Keep On Trying,WALTER JACKSON,10/2/1965,133,120,4,0,0,0
I Need You So,CHUCK JACKSON &amp; MAXINE BROWN,10/16/1965,129,98,3,-1,0,0
Hark,UNIT FOUR PLUS TWO,10/9/1965,133,131,2,1,0,0
Don't Throw The Roses Away,JOHN GARY,10/16/1965,133,132,2,0,0,0
We Can Make Music,TOMMY ROE,9/4/1970,121,49,7,20,0,0
Come On And Say It,GRASS ROOTS,9/18/1970,89,61,6,2,0,0
Just Let It Come,ALIVE AND KICKING,9/18/1970,121,69,6,-1,0,0
Love Uprising,OTIS LEAVILLE,9/18/1970,95,72,7,-1,0,0
Gas Lamps & Clay,BLUES IMAGE,9/11/1970,114,81,6,-1,0,0
Got To Believe In Love,ROBIN McNAMARA,10/2/1970,100,80,5,-1,0,0
Funky Man,KOOL AND THE GANG,9/18/1970,115,87,5,4,0,0
Time To Kill,THE BAND,10/2/1970,121,77,5,27,0,0
I'm Better Off Without You,MAIN INGREDIENT,10/9/1970,99,91,2,13,0,0
The Taker,WAYLON JENNINGS,10/23/1970,113,107,2,31,0,0
Father Come On Home,PACIFIC GAS AND ELECTRIC,9/11/1970,106,93,7,-1,0,0
Get Into Something,ISLEY BROTHERS,10/16/1970,96,89,3,24,0,0
Losers Wheepers,ETTA JAMES,10/16/1970,97,94,3,-1,0,0
Laugh,THE NEIGHBORHOOD,10/2/1970,119,104,3,-1,0,0
Money Music,THE BOYS IN THE BAND featuring HERMAN GRIFFIN,9/18/1970,107,103,5,-1,0,0
Mellow Dreaming,YOUNG-HOLT UNLIMITED,9/25/1970,110,106,4,-1,0,0
Animal Zoo,SPIRIT,9/4/1970,119,97,7,25,0,0
We All Sung Together,GRIN,10/9/1970,108,108,4,4,0,0
For Yasgur's Farm,MOUNTAIN,9/11/1970,109,107,6,36,0,0
Easy Rider (Let The Wind Pay The Way),IRON BUTTERFLY,10/16/1970,110,66,7,10,0,0
Stop I Don't Wanna Hear It Anymore / Peace Will Come (Accord,MELANIE,10/16/1970,112,112,1,-1,0,0
Chains And Things,B.B. KING,10/16/1970,118,45,10,40,0,0
The Best Years Of My Life,EDDIE FLOYD,10/16/1970,122,118,2,1,0,0
Why Does A Man Do What He Has To Do,JOE SOUTH,10/2/1970,118,118,1,0,0,0
MacArthur Park (Part 2),THE FOUR TOPS,9/11/1971,78,38,8,-1,0,0
Talk It Over In The Morning,ANNE MURRAY,9/11/1971,76,57,7,13,0,0
"Freedom Comes, Freedom Goes",THE FORTUNES,10/2/1971,98,72,5,1,0,0
Midnight Man,THE JAMES GANG,10/9/1971,89,80,4,-1,1,0
"Hot Pants - I'm Coming, I'm Coming, I'm Coming",BOBBY BYRD,9/25/1971,90,85,4,34,0,0
Are You Old Enough,MARK LINDSAY,10/16/1971,88,87,3,1,0,0
Walk Easy My Son,JERRY BUTLER,10/9/1971,94,93,2,0,0,0
"Baby, I'm Yours",JODY MILLER,10/9/1971,100,91,4,1,0,0
I'm So Glad,THE FUZZ,10/9/1971,95,95,3,6,0,0
Olena,DON NIX,10/9/1971,98,94,3,4,0,0
Queen Of My Soul,THE AVERAGE WHITE BAND,9/4/1976,82,40,8,-1,0,0
I Got To Know,STARBUCK,9/11/1976,83,43,7,-1,0,0
Like A Sad Song,JOHN DENVER,9/11/1976,74,36,7,32,0,0
You Gotta Make Your Own Sunshine,NEIL SEDAKA,9/25/1976,77,53,5,-1,0,0
The Fez,STEELY DAN,9/25/1976,89,59,5,43,0,0
Don't Think...Feel,NEIL DIAMOND,9/11/1976,82,43,8,10,0,0
Home Tonight,AEROSMITH,9/25/1976,86,71,4,30,0,0
Wanna Make Love (Come Flick My BIC),SUN,9/11/1976,105,76,8,6,0,0
California Day,THE STARLAND VOCAL BAND,10/16/1976,81,66,3,-1,0,0
Here's Some Love,TANYA TUCKER,9/25/1976,106,82,6,18,0,0
Made To Love You,GARY WRIGHT,9/18/1976,92,79,5,18,0,0
Gimme Your Money Please,BACHMAN-TURNER OVERDRIVE,9/18/1976,90,70,5,30,0,0
The Streets Will Love You To Death (Part 1),LEON HAYWOOD,10/16/1976,107,107,1,-1,0,0
Stand Up And Shout,GARY TOMS,10/16/1976,109,109,1,-1,0,0
Electricland,BAD COMPANY,10/2/1982,87,74,4,47,0,0
Take The L,THE MOTELS,9/4/1982,85,52,9,23,0,0
All Of My Love,BOBBY CALDWELL,9/11/1982,89,77,6,7,0,0
Machinery,SHEENA EASTON,9/4/1982,79,57,7,-1,0,0
Burning Down One Side,ROBERT PLANT,9/11/1982,81,64,6,36,0,0
"Baby, Oh No",BOW WOW WOW,10/2/1982,106,103,3,14,0,0
What,SOFT CELL,9/18/1982,101,101,7,14,0,0
Ghosttown,POCO,10/9/1982,110,108,2,-1,0,0
Flow Joe,FAT JOE,10/9/1993,89,89,2,43,0,0
Shifftee,ONYX,10/16/1993,92,92,3,10,0,0
Written On Ya Kitten,NAUGHTY BY NATURE,10/16/1993,95,93,3,27,0,0
